Calcite version,ID,file,Version-ID,Bug,SM_interface_nod_stdev,SM_enum_dloc_stdev,SM_enum_cloc_stdev,SM_enum_tcloc_stdev,SM_enum_npa_stdev,SM_enum_nlpa_stdev,SM_enum_nla_stdev,SM_enum_na_stdev,SM_enum_tnlpa_stdev,SM_enum_tnpa_stdev,SM_enum_tna_stdev,SM_enum_tnla_stdev,SM_interface_cboi_stdev,SM_enum_ad_generalized_entropy,SM_enum_ad_atkinson,SM_enum_ad_theil,SM_method_cco_min,SM_method_ci_min,SM_method_cco_median,SM_method_ccl_min,SM_enum_cco_min,SM_method_ci_median,SM_method_cco_avg,SM_enum_cboi_stdev,SM_enum_ci_min,SM_interface_noc_stdev,SM_enum_pua_stdev,SM_enum_nlg_stdev,SM_enum_ng_stdev,SM_enum_cco_median
1.1.0,351.0,core/src/main/java/org/apache/calcite/sql2rel/ReflectiveConvertletTable.java,1.1.0-351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,369.0,core/src/main/java/org/apache/calcite/util/CompatibleGuava11.java,1.1.0-369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.246153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,380.0,core/src/main/java/org/apache/calcite/util/Pair.java,1.1.0-380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326530612244897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,381.0,core/src/main/java/org/apache/calcite/util/PartiallyOrderedSet.java,1.1.0-381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,382.0,core/src/main/java/org/apache/calcite/util/Permutation.java,1.1.0-382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,385.0,core/src/main/java/org/apache/calcite/util/RhBase64.java,1.1.0-385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34482758620689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,396.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableCollect.java,1.1.0-396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,509.0,core/src/main/java/org/apache/calcite/sql/advise/SqlSimpleParser.java,1.1.0-509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2204460492503091e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,515.0,core/src/main/java/org/apache/calcite/sql/fun/SqlCase.java,1.1.0-515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,517.0,core/src/main/java/org/apache/calcite/sql/fun/SqlCastFunction.java,1.1.0-517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,534.0,core/src/main/java/org/apache/calcite/sql/fun/SqlMonotonicBinaryOperator.java,1.1.0-534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.5,1.0,0.0,1.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,537.0,core/src/main/java/org/apache/calcite/sql/fun/SqlMultisetQueryConstructor.java,1.1.0-537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,543.0,core/src/main/java/org/apache/calcite/sql/fun/SqlOverlapsOperator.java,1.1.0-543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,549.0,core/src/main/java/org/apache/calcite/sql/fun/SqlSubstringFunction.java,1.1.0-549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,581.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeAssignmentRules.java,1.1.0-581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,584.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeFamily.java,1.1.0-584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11022302462515e-16,0.0,0.0,0.0,0.0,0.0,41.0,0.0,13.6666666666666,0.0,6.0,0.0,0.0,0.0,0.0,41.0
1.1.0,649.0,plus/src/main/java/org/apache/calcite/adapter/tpch/TpchSchema.java,1.1.0-649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,655.0,spark/src/main/java/org/apache/calcite/adapter/spark/SparkMethod.java,1.1.0-655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2204460492503091e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,676.0,linq4j/src/main/java/org/apache/calcite/linq4j/LookupImpl.java,1.1.0-676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,682.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/AbstractNode.java,1.1.0-682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,683.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/ArrayLengthRecordField.java,1.1.0-683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,684.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/BinaryExpression.java,1.1.0-684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,689.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/ClassDeclaration.java,1.1.0-689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,691.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/ConditionalStatement.java,1.1.0-691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,694.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/ConstructorDeclaration.java,1.1.0-694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,695.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/DeclarationStatement.java,1.1.0-695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,700.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/Expressions.java,1.1.0-700,0.0,0.433012701892219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89711431702997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0357142857142857,0.0,0.0,0.433012701892219,0.0,0.0,0.0,0.0
1.1.0,704.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/ForStatement.java,1.1.0-704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,706.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/IndexExpression.java,1.1.0-706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,708.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/LabelStatement.java,1.1.0-708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,712.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/MemberExpression.java,1.1.0-712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,714.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/MethodCallExpression.java,1.1.0-714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.28571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,716.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/NewArrayExpression.java,1.1.0-716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,717.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/NewExpression.java,1.1.0-717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,720.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/Primitive.java,1.1.0-720,1.0,0.0,78.0,89.5,94.5,6.5,6.5,8.0,8.0,8.0,8.0,9.5,9.5,0.0,8.88952689728217e-05,4.44471405884883e-05,8.88929640975901e-05,0.0,0.0,0.0,0.0,0.0,0.0,4.25423728813559,19.5,0.0,0.0,0.5,0.0,0.0,125.5
1.1.0,724.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/TernaryExpression.java,1.1.0-724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,726.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/TryStatement.java,1.1.0-726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,728.0,linq4j/src/main/java/org/apache/calcite/linq4j/tree/UnaryExpression.java,1.1.0-728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,746.0,core/src/main/java/org/apache/calcite/plan/RelOptTable.java,1.1.0-746,0.0,2.49443825784929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.7211110933327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.942809041582063,0.0,0.0,0.0,0.0
1.1.0,760.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableFilter.java,1.1.0-760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,761.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableLimit.java,1.1.0-761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,762.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableValues.java,1.1.0-762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,773.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdColumnUniqueness.java,1.1.0-773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,774.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdDistinctRowCount.java,1.1.0-774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,782.0,linq4j/src/main/java/org/apache/calcite/linq4j/EnumerableDefaults.java,1.1.0-782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.184873949579831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,790.0,avatica/src/main/java/org/apache/calcite/avatica/Meta.java,1.1.0-790,0.0,0.816496580927725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0554457615386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471404520791031,0.0,0.0,0.0,0.0
1.1.0,815.0,core/src/main/java/org/apache/calcite/sql/SqlDateLiteral.java,1.1.0-815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,816.0,core/src/main/java/org/apache/calcite/sql/SqlIntervalQualifier.java,1.1.0-816,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,817.0,core/src/main/java/org/apache/calcite/sql/SqlLiteral.java,1.1.0-817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,818.0,core/src/main/java/org/apache/calcite/sql/SqlTimeLiteral.java,1.1.0-818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,819.0,core/src/main/java/org/apache/calcite/sql/SqlTimestampLiteral.java,1.1.0-819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,821.0,core/src/main/java/org/apache/calcite/tools/Frameworks.java,1.1.0-821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,825.0,core/src/main/java/org/apache/calcite/util/ZonelessTime.java,1.1.0-825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.181818181818181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,829.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcUtils.java,1.1.0-829,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,831.0,core/src/main/java/org/apache/calcite/sql/parser/SqlParser.java,1.1.0-831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,832.0,core/src/main/java/org/apache/calcite/sql/parser/SqlParserUtil.java,1.1.0-832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,835.0,core/src/main/java/org/apache/calcite/sql/type/SqlTypeName.java,1.1.0-835,0.0,0.0,92.5,118.5,124.0,23.0,23.0,26.0,26.0,26.0,26.0,29.0,29.0,0.0,0.0157249958673781,0.0078470432152495,0.015652776111238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,3.0,6.0,6.0,0.0
1.1.0,836.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaConnection.java,1.1.0-836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,837.0,avatica/src/main/java/org/apache/calcite/avatica/AvaticaDatabaseMetaData.java,1.1.0-837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,848.0,avatica/src/main/java/org/apache/calcite/avatica/InternalProperty.java,1.1.0-848,0.0,0.0,8.5,9.5,10.0,1.0,1.0,2.5,2.5,3.0,3.0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0
1.1.0,857.0,avatica/src/main/java/org/apache/calcite/avatica/remote/Service.java,1.1.0-857,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,858.0,avatica/src/main/java/org/apache/calcite/avatica/util/AbstractCursor.java,1.1.0-858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.129496402877697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,859.0,avatica/src/main/java/org/apache/calcite/avatica/util/ArrayImpl.java,1.1.0-859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,863.0,avatica/src/main/java/org/apache/calcite/avatica/util/Cursor.java,1.1.0-863,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,885.0,core/src/main/java/org/apache/calcite/sql/SqlDataTypeSpec.java,1.1.0-885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,888.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableRelImplementor.java,1.1.0-888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,893.0,linq4j/src/main/java/org/apache/calcite/linq4j/QueryableDefaults.java,1.1.0-893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341880341880341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,895.0,avatica/src/main/java/org/apache/calcite/avatica/DriverVersion.java,1.1.0-895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.5,1.0,0.0,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,896.0,avatica/src/main/java/org/apache/calcite/avatica/Handler.java,1.1.0-896,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,923.0,core/src/main/java/org/apache/calcite/runtime/Like.java,1.1.0-923,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,948.0,core/src/main/java/org/apache/calcite/util/graph/DirectedGraph.java,1.1.0-948,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
1.1.0,949.0,core/src/main/java/org/apache/calcite/util/mapping/AbstractSourceMapping.java,1.1.0-949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1013.0,core/src/main/java/org/apache/calcite/sql/SqlInsert.java,1.1.0-1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.692307692307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1018.0,core/src/main/java/org/apache/calcite/rel/core/Project.java,1.1.0-1018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.1.0,1020.0,core/src/main/java/org/apache/calcite/rex/RexUtil.java,1.1.0-1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.414893617021276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
