Calcite version,ID,file,Version-ID,Bug,CHANGE_TYPE_computation,CHANGE_TYPE_data,CHANGE_TYPE_other,HASSAN_edhcm,HASSAN_hcm,HASSAN_ldhcm,HASSAN_lgdhcm,HASSAN_whcm,ISSUE_major_bug,ISSUE_major_improvement,MOSER_authors,MOSER_bugfix,MOSER_revisions,MOSER_sum_lines_deleted,MOSER_weighted_age,PMD_arp,PMD_cis,PMD_odpl,PMD_rule_type_basic rules,PMD_rule_type_controversial rules,PMD_rule_type_design rules,PMD_rule_type_string and stringbuffer rules,PMD_rule_type_unnecessary and unused code rules,PMD_severity_critical,PMD_severity_major,PMD_severity_minor,COV_INSTRUCTION,COV_BRANCH,COV_LINE,COV_COMPLEXITY,COV_METHOD
1.3.0,1055.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableInterpreterRule.java,1.3.0-1055,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.005134786216099,1.0,0.0,1.0,0.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1.3.0,1056.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableProject.java,1.3.0-1056,0.0,0.0,0.0,1.0,0.838098990216595,1.26379520901462,0.927074457844209,60.2946877248754,0.0088279532761257,1.0,1.0,2.0,0.0,3.0,9.0,94.9166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.296296296,0.5,0.3125,0.333333333,0.375
1.3.0,1057.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableRel.java,1.3.0-1057,0.0,0.0,0.0,3.0,0.934825065020231,1.97850960196805,1.16531258882868,60.9432841474297,0.0021917880092637,1.0,1.0,2.0,1.0,3.0,9.0,1005.66666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.691729323,0.571428571,0.633333333,0.533333333,0.545454545
1.3.0,1058.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableRules.java,1.3.0-1058,0.0,0.0,3.0,0.0,0.934825065020231,1.97850960196805,1.16531258882868,60.9432841474297,0.0011327048504401,9.0,1.0,2.0,1.0,3.0,0.0,991.333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
1.3.0,1059.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableTableScanRule.java,1.3.0-1059,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.005134786216099,1.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.3.0,1060.0,core/src/main/java/org/apache/calcite/rel/core/TableScan.java,1.3.0-1060,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.0024940390192481,1.0,0.0,1.0,0.0,1.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.835227273,0.6,0.785714286,0.777777778,0.923076923
1.3.0,1061.0,core/src/main/java/org/apache/calcite/sql/fun/SqlStdOperatorTable.java,1.3.0-1061,1.0,0.0,8.0,2.0,0.78841467249483,2.77183149738858,1.19658576868626,54.2982687882499,0.018631550621633,5.0,0.0,2.0,1.0,7.0,39.0,990.681818181817,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.99330855,1.0,0.984924623,0.875,0.866666667
1.3.0,1062.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalTableScan.java,1.3.0-1062,0.0,0.0,3.0,2.0,0.838098990216595,1.26379520901462,0.927074457844209,60.2946877248754,0.007893982615959,7.0,1.0,1.0,0.0,2.0,12.0,94.6153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789473684,0.666666667,0.894736842,0.727272727,0.875
1.3.0,1063.0,core/src/main/java/org/apache/calcite/rel/logical/LogicalWindow.java,1.3.0-1063,1.0,0.0,1.0,1.0,0.853282438150686,1.30506809962722,0.947710903150506,60.3538065300398,0.0005583952755702,2.0,0.0,2.0,0.0,2.0,2.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.84672619,0.615384615,0.839416058,0.625,0.863636364
1.3.0,1064.0,core/src/main/java/org/apache/calcite/rel/rules/CalcSplitRule.java,1.3.0-1064,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.008655782478567,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.261904762,0.0,0.25,0.666666667,0.666666667
1.3.0,1065.0,core/src/main/java/org/apache/calcite/rel/rules/FilterTableScanRule.java,1.3.0-1065,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.0178983976675453,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.80952381,0.833333333,0.794871795,0.833333333,0.888888889
1.3.0,1066.0,core/src/main/java/org/apache/calcite/sql/validate/AggChecker.java,1.3.0-1066,0.0,1.0,5.0,5.0,0.760643282786899,1.50233033106367,0.924675996628984,53.4843595044605,0.0060263251916237,2.0,0.0,1.0,0.0,3.0,4.0,128.461538461538,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.940909091,0.875,0.95,0.80952381,1.0
1.3.0,1067.0,core/src/main/java/org/apache/calcite/rel/rules/ProjectTableScanRule.java,1.3.0-1067,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.0183385222003538,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.967532468,0.7,0.975609756,0.785714286,1.0
1.3.0,1068.0,core/src/main/java/org/apache/calcite/sql/validate/SqlValidatorImpl.java,1.3.0-1068,1.0,31.0,46.0,17.0,0.807367756326397,3.34157766516139,1.30112277439701,54.6458248471227,0.14187987153367,4.0,0.0,1.0,0.0,7.0,182.0,999.948979591836,6.0,3.0,2.0,2.0,2.0,6.0,0.0,1.0,0.0,4.0,10.0,0.781748648,0.765555556,0.795258621,0.711890244,0.843243243
1.3.0,1069.0,core/src/main/java/org/apache/calcite/util/mapping/Mappings.java,1.3.0-1069,0.0,0.0,0.0,0.0,0.520924178946742,0.520924178946742,0.520924178946742,52.352448037534,0.0031821880204443,1.0,0.0,1.0,0.0,1.0,3.0,166.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,5.0,0.618398637,0.56557377,0.634577603,0.501694915,0.561403509
1.3.0,1070.0,core/src/main/java/org/apache/calcite/sql/fun/SqlQuarterFunction.java,1.3.0-1070,0.0,0.0,0.0,0.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0043059074559248,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714285714,0.0,0.777777778,0.666666667,0.8
1.3.0,1071.0,core/src/main/java/org/apache/calcite/rel/metadata/ReflectiveRelMetadataProvider.java,1.3.0-1071,1.0,9.0,18.0,8.0,0.676877593564236,1.05005230853338,0.754875455196488,47.0449440438618,0.0468757093636768,2.0,0.0,2.0,0.0,2.0,104.0,111.140703517587,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.855334539,0.742857143,0.932692308,0.617021277,1.0
1.3.0,1072.0,avatica/src/main/java/org/apache/calcite/avatica/remote/JsonService.java,1.3.0-1072,0.0,7.0,8.0,4.0,0.779065368334424,2.62956929342474,1.158812411948,54.1908668331608,0.042745505259823,5.0,6.0,3.0,2.0,13.0,54.0,75.4778481012658,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1073.0,core/src/main/java/org/apache/calcite/sql/SqlIdentifier.java,1.3.0-1073,0.0,1.0,3.0,1.0,0.767392618899487,1.09717468711323,0.836320911984564,58.5812578660147,0.0180533366304525,1.0,0.0,2.0,0.0,3.0,11.0,47.9272727272727,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.841772152,0.8125,0.948453608,0.78,0.923076923
1.3.0,1074.0,core/src/main/java/org/apache/calcite/sql/validate/DelegatingScope.java,1.3.0-1074,0.0,7.0,12.0,7.0,0.767392618899487,1.09717468711323,0.836320911984564,58.5812578660147,0.0208114885016316,1.0,0.0,2.0,0.0,3.0,34.0,48.0434782608695,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,3.0,0.95035461,0.954545455,0.945205479,0.9,0.894736842
1.3.0,1075.0,avatica/src/main/java/org/apache/calcite/avatica/Helper.java,1.3.0-1075,0.0,0.0,0.0,0.0,0.411659984344123,0.411659984344123,0.411659984344123,41.3714870810616,0.0008106734626705,0.0,0.0,1.0,0.0,1.0,0.0,1072.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1076.0,core/src/main/java/org/apache/calcite/rel/rules/JoinCommuteRule.java,1.3.0-1076,0.0,1.0,3.0,2.0,0.411659984344123,0.411659984344123,0.411659984344123,41.3714870810616,0.0019456163104094,0.0,0.0,1.0,0.0,1.0,6.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.867857143,0.85,0.888888889,0.736842105,0.777777778
1.3.0,1077.0,core/src/main/java/org/apache/calcite/rel/metadata/RelMdUtil.java,1.3.0-1077,0.0,1.0,1.0,1.0,0.809563337380518,1.48508196580431,0.956982380936349,56.3321452016274,0.0071726177586053,2.0,0.0,2.0,1.0,3.0,10.0,989.75,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.327783559,0.31147541,0.318181818,0.280898876,0.428571429
1.3.0,1078.0,core/src/main/java/org/apache/calcite/rel/rules/AggregateStarTableRule.java,1.3.0-1078,0.0,2.0,0.0,0.0,0.796811087831196,1.22250730662922,0.88578655545881,56.145287770777,0.0006103704363076,1.0,1.0,2.0,0.0,2.0,1.0,99.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.864661654,0.729166667,0.883333333,0.685714286,1.0
1.3.0,1079.0,core/src/main/java/org/apache/calcite/adapter/enumerable/JavaRowFormat.java,1.3.0-1079,0.0,0.0,0.0,4.0,0.918399303700231,1.56721629346854,1.06023739379468,68.7712936802033,0.0376818617625757,4.0,0.0,2.0,0.0,4.0,33.0,698.153846153846,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.836923077,0.695652174,0.867647059,0.727272727,0.838709677
1.3.0,1080.0,avatica/src/main/java/org/apache/calcite/avatica/util/Base64.java,1.3.0-1080,0.0,0.0,0.0,0.0,0.411659984344123,0.411659984344123,0.411659984344123,41.3714870810616,0.169187551659351,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1081.0,core/src/main/java/org/apache/calcite/sql/SqlJdbcFunctionCall.java,1.3.0-1081,0.0,0.0,0.0,0.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0001987341902734,0.0,0.0,1.0,1.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.912045889,0.76,0.932835821,0.781818182,0.933333333
1.3.0,1082.0,core/src/main/java/org/apache/calcite/tools/FrameworkConfig.java,1.3.0-1082,0.0,0.0,0.0,0.0,0.360549024660027,0.360549024660027,0.360549024660027,36.2348780136532,0.0103436195599188,0.0,1.0,1.0,1.0,1.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1083.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcRules.java,1.3.0-1083,1.0,13.0,43.0,12.0,0.732256481148108,3.30705143870459,1.23713349642606,45.0253418696477,0.126019875513327,7.0,2.0,3.0,1.0,11.0,152.0,684.623076923077,1.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,1.0,8.0,0.540301151,0.437869822,0.549266247,0.445714286,0.604651163
1.3.0,1084.0,core/src/main/java/org/apache/calcite/rel/rules/ReduceExpressionsRule.java,1.3.0-1084,1.0,5.0,17.0,12.0,0.899197766621171,3.94305774764149,1.47699717908905,57.9287872403898,0.0589759573451692,13.0,3.0,3.0,2.0,10.0,80.0,52.8915662650602,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,2.0,3.0,0.891414141,0.744680851,0.883647799,0.688073394,0.868421053
1.3.0,1085.0,core/src/main/java/org/apache/calcite/plan/RelOptCluster.java,1.3.0-1085,0.0,7.0,4.0,6.0,0.768669462489546,1.19436568128757,0.85764493011716,53.3170777587762,0.0208273774767486,7.0,2.0,1.0,0.0,3.0,14.0,138.59375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607843137,0.25,0.676470588,0.578947368,0.647058824
1.3.0,1086.0,core/src/main/java/org/apache/calcite/plan/RelOptQuery.java,1.3.0-1086,0.0,1.0,3.0,2.0,0.520924178946742,0.520924178946742,0.520924178946742,52.352448037534,0.0082736888531553,1.0,0.0,1.0,0.0,1.0,5.0,160.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1087.0,core/src/main/java/org/apache/calcite/prepare/PlannerImpl.java,1.3.0-1087,1.0,2.0,19.0,0.0,0.7702117889831,1.88348689462468,1.01367599617507,53.7374588268002,0.0184172157533822,3.0,1.0,3.0,1.0,4.0,26.0,448.045454545454,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,5.0,3.0,0.77673546,0.625,0.756097561,0.742857143,0.851851852
1.3.0,1088.0,core/src/main/java/org/apache/calcite/rel/RelNode.java,1.3.0-1088,0.0,0.0,0.0,19.0,0.864827101459442,2.4994337809148,1.21926013130227,54.3238359901271,0.0070495997946286,10.0,2.0,2.0,2.0,6.0,32.0,36.078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1089.0,core/src/main/java/org/apache/calcite/rel/rules/JoinToCorrelateRule.java,1.3.0-1089,0.0,0.0,3.0,1.0,0.874858435915771,2.43078762449834,1.21022604510796,54.3051528766254,0.0081968662945601,9.0,1.0,2.0,2.0,4.0,44.0,34.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1090.0,core/src/main/java/org/apache/calcite/rel/core/Filter.java,1.3.0-1090,0.0,0.0,0.0,3.0,0.784636281734231,1.23642194321076,0.879064746734052,53.4549247310894,0.0023863755373896,2.0,0.0,2.0,0.0,2.0,1.0,37.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735135135,0.4,0.804878049,0.52173913,0.846153846
1.3.0,1091.0,avatica/src/main/java/org/apache/calcite/avatica/remote/JsonHandler.java,1.3.0-1091,0.0,1.0,5.0,1.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0060282704382947,1.0,2.0,1.0,1.0,2.0,13.0,0.153846153846153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1092.0,avatica/src/main/java/org/apache/calcite/avatica/remote/LocalJsonService.java,1.3.0-1092,0.0,0.0,3.0,1.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0028485233939195,1.0,2.0,1.0,1.0,2.0,12.0,0.32258064516129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1093.0,core/src/main/java/org/apache/calcite/rel/rules/FilterProjectTransposeRule.java,1.3.0-1093,0.0,1.0,6.0,1.0,0.521707550257337,0.521707550257337,0.521707550257337,52.4311762046828,0.0079279088519497,1.0,0.0,1.0,0.0,1.0,10.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.858490566,0.75,0.961538462,0.714285714,1.0
1.3.0,1094.0,core/src/main/java/org/apache/calcite/plan/RelOptPredicateList.java,1.3.0-1094,0.0,0.0,0.0,0.0,0.521707550257337,0.521707550257337,0.521707550257337,52.4311762046828,0.0040918239235869,1.0,0.0,1.0,1.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.75,1.0,0.8,1.0
1.3.0,1095.0,core/src/main/java/org/apache/calcite/rex/RexInputRef.java,1.3.0-1095,0.0,0.0,0.0,0.0,0.521707550257337,0.521707550257337,0.521707550257337,52.4311762046828,0.0025573899522418,1.0,0.0,1.0,1.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1.3.0,1096.0,core/src/main/java/org/apache/calcite/rex/RexShuttle.java,1.3.0-1096,0.0,0.0,2.0,1.0,0.784636281734231,1.23642194321076,0.879064746734052,53.4549247310894,0.0039115695835943,2.0,0.0,2.0,1.0,2.0,1.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.882352941,0.75,0.886363636,0.765957447,0.904761905
1.3.0,1097.0,core/src/main/java/org/apache/calcite/plan/RelOptUtil.java,1.3.0-1097,1.0,41.0,92.0,11.0,0.735596637983975,3.96463789145192,1.33196435430439,45.3651776629353,0.115858412786692,13.0,3.0,3.0,1.0,12.0,339.0,1041.53086419753,4.0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,2.0,5.0,7.0,0.520768107,0.400690846,0.521138913,0.44137931,0.741007194
1.3.0,1098.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableJoin.java,1.3.0-1098,0.0,0.0,0.0,3.0,0.951563532521819,2.55397673882395,1.29757543503453,61.3315491493802,0.0109125907423244,10.0,1.0,3.0,2.0,5.0,48.0,78.3793103448276,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,0.838596491,0.666666667,0.852941176,0.5625,0.857142857
1.3.0,1099.0,core/src/main/java/org/apache/calcite/adapter/enumerable/EnumerableMergeJoin.java,1.3.0-1099,1.0,0.0,0.0,1.0,0.838098990216595,1.26379520901462,0.927074457844209,60.2946877248754,0.0213641844558233,7.0,1.0,2.0,0.0,2.0,81.0,0.183673469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.457627119,0.5,0.44,0.5,0.833333333
1.3.0,1100.0,core/src/main/java/org/apache/calcite/rel/core/EquiJoin.java,1.3.0-1100,0.0,0.0,0.0,0.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.0007335408880141,1.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
1.3.0,1101.0,core/src/main/java/org/apache/calcite/rel/rules/EquiJoin.java,1.3.0-1101,0.0,2.0,2.0,2.0,0.590353706673791,0.590353706673791,0.590353706673791,59.3300580036332,0.0045479535056877,1.0,0.0,1.0,0.0,1.0,24.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1102.0,core/src/main/java/org/apache/calcite/rel/rules/FilterJoinRule.java,1.3.0-1102,0.0,3.0,6.0,3.0,0.926655108238066,2.14605178393199,1.19111423076166,61.0277458482646,0.0289708087406317,8.0,2.0,3.0,0.0,4.0,46.0,43.9384615384615,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.963060686,0.933333333,0.96039604,0.902439024,0.909090909
1.3.0,1103.0,core/src/main/java/org/apache/calcite/rel/type/RelDataType.java,1.3.0-1103,0.0,0.0,0.0,1.0,0.575467136855895,0.575467136855895,0.575467136855895,57.8339700807722,0.0029855623183185,0.0,0.0,1.0,0.0,1.0,3.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1104.0,core/src/main/java/org/apache/calcite/rel/type/RelDataTypeImpl.java,1.3.0-1104,0.0,0.0,1.0,2.0,0.767392618899487,1.09717468711323,0.836320911984564,58.5812578660147,0.0195444377697289,0.0,0.0,2.0,0.0,2.0,4.0,51.9183673469387,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.707006369,0.698113208,0.752380952,0.638888889,0.688888889
1.3.0,1105.0,core/src/main/java/org/apache/calcite/sql/validate/SqlValidatorUtil.java,1.3.0-1105,0.0,5.0,9.0,5.0,0.864118693703123,1.81188908006666,1.07455904296904,59.229854288569,0.0136810354956281,0.0,0.0,2.0,0.0,3.0,35.0,38.3157894736842,4.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.778138528,0.770642202,0.821596244,0.677419355,0.694444444
1.3.0,1106.0,splunk/src/main/java/org/apache/calcite/adapter/splunk/SplunkTableScan.java,1.3.0-1106,0.0,0.0,0.0,0.0,0.575467136855895,0.575467136855895,0.575467136855895,57.8339700807722,0.0007463905795796,0.0,0.0,1.0,0.0,1.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1107.0,core/src/main/java/org/apache/calcite/plan/RelOptNode.java,1.3.0-1107,0.0,0.0,0.0,3.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0007286920310026,0.0,0.0,1.0,1.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1108.0,core/src/main/java/org/apache/calcite/schema/SchemaFactory.java,1.3.0-1108,0.0,0.0,0.0,1.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,6.62447300911512e-05,0.0,0.0,1.0,1.0,1.0,0.0,568.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1109.0,core/src/main/java/org/apache/calcite/adapter/enumerable/AggContext.java,1.3.0-1109,0.0,0.0,0.0,2.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0002649789203646,0.0,0.0,1.0,1.0,1.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1110.0,core/src/main/java/org/apache/calcite/adapter/enumerable/CallImplementor.java,1.3.0-1110,0.0,0.0,0.0,1.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0005962025708203,0.0,0.0,1.0,1.0,1.0,1.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3.0,1111.0,core/src/main/java/org/apache/calcite/adapter/enumerable/JavaRelImplementor.java,1.3.0-1111,0.0,1.0,1.0,3.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0018548524425522,2.0,0.0,1.0,2.0,2.0,8.0,446.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.703703704,0.5,0.875,0.666666667,0.8
1.3.0,1112.0,core/src/main/java/org/apache/calcite/rel/core/SetOp.java,1.3.0-1112,0.0,0.0,0.0,1.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0001324894601823,0.0,0.0,1.0,1.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.706214689,0.375,0.696969697,0.6,0.833333333
1.3.0,1113.0,core/src/main/java/org/apache/calcite/rel/type/RelDataTypeFactory.java,1.3.0-1113,0.0,0.0,0.0,1.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0001324894601823,0.0,0.0,1.0,1.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.871794872,0.833333333,0.90625,0.75,0.769230769
1.3.0,1114.0,core/src/main/java/org/apache/calcite/schema/impl/AbstractSchema.java,1.3.0-1114,0.0,0.0,0.0,3.0,0.71471439295343,0.71471439295343,0.71471439295343,71.8282038557429,0.0007949367610938,0.0,0.0,1.0,1.0,1.0,3.0,340.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0
1.4.0,0.0,core/src/main/java/org/apache/calcite/adapter/jdbc/JdbcToEnumerableConverter.java,1.4.0-0,0.0,0.0,0.0,1.0,0.5665257642535,0.5665257642535,0.5665257642535,56.9353695483539,0.0010849205095383,1.0,0.0,1.0,0.0,1.0,0.0,660.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,3.0,0.870216306,0.595238095,0.88028169,0.594594595,1.0
1.4.0,1.0,core/src/main/java/org/apache/calcite/sql/validate/SqlValidator.java,1.4.0-1,1.0,0.0,0.0,2.0,0.767086755736693,1.62886279376091,0.957151473173256,49.318388731001,0.0043010102957048,3.0,0.0,1.0,0.0,3.0,2.0,128.222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1.4.0,4.0,core/src/main/java/org/apache/calcite/interpreter/Row.java,1.4.0-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,0.555555556,0.5,0.739130435,0.55,0.647058824
1.4.0,5.0,core/src/main/java/org/apache/calcite/rex/RexLiteral.java,1.4.0-5,0.0,0.0,0.0,0.0,0.816124379221642,1.08857511492171,0.87306975609825,66.7020513827755,0.0274214012629473,0.0,1.0,1.0,1.0,2.0,0.0,130.538461538461,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.507692308,0.535294118,0.572115385,0.473282443,0.785714286
1.4.0,6.0,core/src/main/java/org/apache/calcite/sql/SqlAsOperator.java,1.4.0-6,0.0,0.0,0.0,0.0,0.657564397274791,0.657564397274791,0.657564397274791,66.0846766784084,0.0008686451747355,0.0,0.0,1.0,0.0,1.0,4.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879120879,0.722222222,0.951219512,0.6875,1.0
