Ant version,ID,file,Bug,CHANGE_TYPE_computation,CHANGE_TYPE_data,CHANGE_TYPE_other,HASSAN_edhcm,HASSAN_hcm,HASSAN_ldhcm,HASSAN_lgdhcm,HASSAN_whcm,ISSUE_major_bug,ISSUE_major_improvement,MOSER_authors,MOSER_bugfix,MOSER_revisions,MOSER_sum_lines_deleted,MOSER_weighted_age,PMD_arp,PMD_cis,PMD_odpl,PMD_rule_type_basic rules,PMD_rule_type_controversial rules,PMD_rule_type_design rules,PMD_rule_type_string and stringbuffer rules,PMD_rule_type_unnecessary and unused code rules,PMD_severity_critical,PMD_severity_major,PMD_severity_minor,COV_INSTRUCTION,COV_BRANCH,COV_LINE,COV_COMPLEXITY,COV_METHOD
2.1.0,35.0,src/java/org/apache/ivy/ant/IvyVar.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,1,0,0.8132530120481928,0.7857142857142857,0.8478260869565217,0.8,0.9230769230769232
2.1.0,36.0,src/java/org/apache/ivy/ant/PackageMapping.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,37.0,src/java/org/apache/ivy/core/ExecutionRelativeUrlResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,38.0,src/java/org/apache/ivy/core/IvyContext.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,3,0,0,1,3,2,0.8421052631578947,0.7619047619047619,0.9,0.7843137254901961,0.9666666666666668
2.1.0,39.0,src/java/org/apache/ivy/core/IvyPatternHelper.java,0.0,2,9,0,0.564107706,0.564107706,0.564107706,56.69235671,0.10279296,2,0,1,2,2,36,1461.826087,0,0,0,0,0,1,1,1,0,3,3,0.8410404624277457,0.8130841121495327,0.9130434782608696,0.7469879518072289,0.9642857142857144
2.1.0,40.0,src/java/org/apache/ivy/core/IvyThread.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
2.1.0,41.0,src/java/org/apache/ivy/core/LogOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.1.0,42.0,src/java/org/apache/ivy/core/NormalRelativeUrlResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.1.0,43.0,src/java/org/apache/ivy/core/RelativeUrlResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.935483870967742,0.8333333333333334,0.8888888888888888,0.8,1.0
2.1.0,44.0,src/java/org/apache/ivy/plugins/IvySettingsAware.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,45.0,src/java/org/apache/ivy/util/AbstractMessageLogger.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.9308176100628932,0.5,0.8863636363636364,0.75,0.8333333333333334
2.1.0,46.0,src/java/org/apache/ivy/util/Checks.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.2461538461538461,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666
2.1.0,47.0,src/java/org/apache/ivy/util/ChecksumHelper.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,2,2,0,0,0,1,3,0.9123376623376624,0.8,0.9166666666666666,0.7647058823529411,1.0
2.1.0,48.0,src/java/org/apache/ivy/util/ConfigurationUtils.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.0
2.1.0,49.0,src/java/org/apache/ivy/util/Configurator.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,1,0,4,1,0,1,3,5,0.7721052631578947,0.7864583333333334,0.8232445520581114,0.7647058823529411,0.9594594594594594
2.1.0,50.0,src/java/org/apache/ivy/util/ContextualSAXHandler.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,0,2,1.0,0.75,1.0,0.875,1.0
2.1.0,51.0,src/java/org/apache/ivy/util/CopyProgressEvent.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,1,0.4146341463414634,0.0,0.4666666666666667,0.4285714285714285,0.4285714285714285
2.1.0,52.0,src/java/org/apache/ivy/util/CopyProgressListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,53.0,src/java/org/apache/ivy/util/Credentials.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.0341880341880341,0.0833333333333333,0.0714285714285714,0.0588235294117647,0.0909090909090909
2.1.0,54.0,src/java/org/apache/ivy/util/CredentialsUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,0,2,0,0,1,1,3,0.0,0.0,0.0,0.0,0.0
2.1.0,55.0,src/java/org/apache/ivy/util/DefaultMessageLogger.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,1,0.9090909090909092,1.0,0.9285714285714286,0.8571428571428571,0.8333333333333334
2.1.0,56.0,src/java/org/apache/ivy/util/EncrytedProperties.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0
2.1.0,57.0,src/java/org/apache/ivy/util/FileResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.1.0,58.0,src/java/org/apache/ivy/util/FileUtil.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,1,2,2,1,0,1,0,5,0.6762225969645869,0.7058823529411765,0.7333333333333333,0.6470588235294118,0.9411764705882352
2.1.0,59.0,src/java/org/apache/ivy/util/HostUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,0.7857142857142857,1.0,0.7142857142857143,1.0,1.0
2.1.0,60.0,src/java/org/apache/ivy/util/MemoryUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,2,0,0,0,4,3,0.0,0.0,0.0,0.0,0.0
2.1.0,61.0,src/java/org/apache/ivy/util/Message.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.8936170212765957,1.0,0.868421052631579,0.85,0.8421052631578947
2.1.0,62.0,src/java/org/apache/ivy/util/MessageLogger.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,63.0,src/java/org/apache/ivy/util/MessageLoggerEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,2,0,0,0,0,4,0.8502202643171806,0.7,0.8405797101449275,0.8,0.84
2.1.0,64.0,src/java/org/apache/ivy/util/MessageLoggerHelper.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0
2.1.0,65.0,src/java/org/apache/ivy/util/PropertiesFile.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0,1,1,2,0.6526315789473685,0.7,0.7333333333333333,0.5714285714285714,1.0
2.1.0,66.0,src/java/org/apache/ivy/util/StringUtils.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,0,0,0,2,0.964451313755796,0.7,0.8301886792452831,0.5862068965517241,1.0
2.1.0,67.0,src/java/org/apache/ivy/util/XMLHelper.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,1,4,0,0,3,3,4,0.8181818181818182,0.9130434782608696,0.8076923076923077,0.9130434782608696,1.0
2.1.0,68.0,src/java/org/apache/ivy/core/cache/ArtifactOrigin.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,3,0.6422764227642277,0.55,0.7037037037037037,0.5,0.8
2.1.0,69.0,src/java/org/apache/ivy/core/cache/CacheDownloadOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.1.0,70.0,src/java/org/apache/ivy/core/cache/CacheMetadataOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.0,1.0,1.0,1.0
2.1.0,71.0,src/java/org/apache/ivy/core/cache/CacheUtil.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.5681818181818182,0.6666666666666666,0.7142857142857143,0.5,1.0
2.1.0,72.0,src/java/org/apache/ivy/core/cache/DefaultRepositoryCacheManager.java,1.0,1,1,1,0.540800406,0.540800406,0.540800406,54.34999236,0.05929829,0,0,1,1,1,2,880.0,1,0,0,0,1,5,1,0,0,6,8,0.8298310671611042,0.795,0.8532289628180039,0.7336956521739131,0.8809523809523809
2.1.0,73.0,src/java/org/apache/ivy/core/cache/DefaultResolutionCacheManager.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,1,0.5662650602409639,0.0,0.6,0.4761904761904761,0.5263157894736842
2.1.0,74.0,src/java/org/apache/ivy/core/cache/DownloadListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,75.0,src/java/org/apache/ivy/core/cache/ModuleDescriptorMemoryCache.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,2,2,1.0,1.0,1.0,1.0,1.0
2.1.0,76.0,src/java/org/apache/ivy/core/cache/ModuleDescriptorProvider.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,77.0,src/java/org/apache/ivy/core/cache/ModuleDescriptorWriter.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,78.0,src/java/org/apache/ivy/core/cache/ParserSettingsMonitor.java,0.0,0,0,1,0.540800406,0.540800406,0.540800406,54.34999236,0.005929829,0,0,1,1,1,0,315.0,0,0,0,0,0,0,0,0,0,1,1,0.5865921787709497,0.8,0.5897435897435898,0.5454545454545454,0.4705882352941176
2.1.0,79.0,src/java/org/apache/ivy/core/cache/RepositoryCacheManager.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,80.0,src/java/org/apache/ivy/core/cache/ResolutionCacheManager.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,81.0,src/java/org/apache/ivy/core/check/CheckEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,3,0.0,0.0,0.0,0.0,0.0
2.1.0,82.0,src/java/org/apache/ivy/core/check/CheckEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,83.0,src/java/org/apache/ivy/core/deliver/DefaultPublishingDRResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,84.0,src/java/org/apache/ivy/core/deliver/DeliverEngine.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,0,0,1,4,0.0138568129330254,0.0,0.0348837209302325,0.0769230769230769,0.25
2.1.0,85.0,src/java/org/apache/ivy/core/deliver/DeliverEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,86.0,src/java/org/apache/ivy/core/deliver/DeliverOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,2,2,0.0,0.0,0.0,0.0,0.0
2.1.0,87.0,src/java/org/apache/ivy/core/deliver/PublishingDependencyRevisionResolver.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,88.0,src/java/org/apache/ivy/core/event/EventManager.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,1,0,1,0,1,0,0,0,0,2,0.4813278008298755,0.4166666666666667,0.6176470588235294,0.4333333333333333,0.5833333333333334
2.1.0,89.0,src/java/org/apache/ivy/core/event/FilteredIvyListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.76,1.0,0.7777777777777778,0.6,0.5
2.1.0,90.0,src/java/org/apache/ivy/core/event/IvyEvent.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,2,0.6089743589743589,0.0,0.6944444444444444,0.5882352941176471,0.7692307692307693
2.1.0,91.0,src/java/org/apache/ivy/core/event/IvyEventFilter.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,0,0,0,2,0.9140625,0.8333333333333334,0.9047619047619048,0.7727272727272727,1.0
2.1.0,92.0,src/java/org/apache/ivy/core/event/IvyListener.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,93.0,src/java/org/apache/ivy/core/install/InstallEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,0,1,3,0.8527131782945736,0.8,0.9125,0.6666666666666666,1.0
2.1.0,94.0,src/java/org/apache/ivy/core/install/InstallEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,95.0,src/java/org/apache/ivy/core/install/InstallOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0.967741935483871,0.5,1.0,0.9166666666666666,1.0
2.1.0,96.0,src/java/org/apache/ivy/core/publish/PublishEngine.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,2,3,0.6920980926430518,0.6176470588235294,0.8194444444444444,0.4736842105263157,1.0
2.1.0,97.0,src/java/org/apache/ivy/core/publish/PublishEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,98.0,src/java/org/apache/ivy/core/publish/PublishOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,1,1.0,0.0,1.0,1.0,1.0
2.1.0,99.0,src/java/org/apache/ivy/core/report/ArtifactDownloadReport.java,0.0,0,0,0,0.540800406,0.540800406,0.540800406,54.34999236,0.034393008,1,0,1,1,1,0,1476.0,0,0,0,0,0,1,0,0,0,0,1,0.916279069767442,0.625,0.8679245283018868,0.7575757575757576,1.0
2.1.0,100.0,src/java/org/apache/ivy/core/report/ConfigurationResolveReport.java,0.0,0,0,1,0.640012843,0.640012843,0.640012843,64.32076005,0.01119556,0,0,1,0,1,3,1446.0,0,0,0,0,0,2,0,0,0,3,5,0.8878787878787879,0.8194444444444444,0.8933333333333333,0.7846153846153846,0.896551724137931
2.1.0,101.0,src/java/org/apache/ivy/core/report/DownloadReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.75,1.0,0.8571428571428571,1.0
2.1.0,102.0,src/java/org/apache/ivy/core/report/DownloadStatus.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,0,2,0.65,0.5,0.7857142857142857,0.7142857142857143,1.0
2.1.0,103.0,src/java/org/apache/ivy/core/report/MetadataArtifactDownloadReport.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.1.0,104.0,src/java/org/apache/ivy/core/report/ResolveReport.java,0.0,0,0,1,0.640012843,0.640012843,0.640012843,64.32076005,0.007463707,0,0,1,0,1,2,1446.0,0,0,0,0,0,1,0,0,0,0,1,0.8551587301587301,0.8333333333333334,0.8869565217391304,0.8431372549019608,0.9
2.1.0,105.0,src/java/org/apache/ivy/core/repository/RepositoryManagementEngine.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,3,0.7439824945295405,0.4736842105263157,0.7641509433962265,0.6,1.0
2.1.0,106.0,src/java/org/apache/ivy/core/repository/RepositoryManagementEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,107.0,src/java/org/apache/ivy/core/resolve/DownloadOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,0,2,1.0,0.0,1.0,1.0,1.0
2.1.0,108.0,src/java/org/apache/ivy/core/resolve/IvyNode.java,1.0,0,0,1,0.799555273,1.204120549,0.884114128,57.60910361,0.060963226,1,1,2,1,3,3,1441.133333,3,0,0,1,2,3,1,1,0,7,10,0.8463716814159292,0.8088235294117647,0.8713768115942029,0.7669491525423728,0.92
2.1.0,109.0,src/java/org/apache/ivy/core/resolve/IvyNodeBlacklist.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.1.0,110.0,src/java/org/apache/ivy/core/resolve/IvyNodeCallers.java,1.0,0,5,0,0.776247973,1.180813249,0.860806827,55.26673926,0.045446338,0,0,2,1,2,6,857.9090909,0,1,0,1,1,3,0,1,0,1,6,0.8490878938640133,0.75,0.8592592592592593,0.75,0.8846153846153846
2.1.0,111.0,src/java/org/apache/ivy/core/resolve/IvyNodeEviction.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,1,0,2,0.8371501272264631,0.7209302325581395,0.8497109826589595,0.7368421052631579,0.9393939393939394
2.1.0,112.0,src/java/org/apache/ivy/core/resolve/IvyNodeUsage.java,0.0,0,0,0,0.776247973,1.180813249,0.860806827,55.26673926,0.040876431,1,0,1,2,2,0,419.6521739,0,0,0,0,1,2,0,0,1,0,3,0.8845360824742268,0.717391304347826,0.8983050847457628,0.6981132075471698,0.9
2.1.0,113.0,src/java/org/apache/ivy/core/resolve/ResolveData.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,1,1,0,0,0,0,3,0.8975069252077562,0.8571428571428571,0.9534883720930232,0.8780487804878049,0.9629629629629628
2.1.0,114.0,src/java/org/apache/ivy/core/resolve/ResolvedModuleRevision.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,2,0.7560975609756098,0.0,0.8076923076923077,0.6923076923076923,0.75
2.1.0,115.0,src/java/org/apache/ivy/core/resolve/ResolveEngine.java,1.0,0,0,1,0.540800406,0.540800406,0.540800406,54.34999236,0.005929829,0,0,1,1,1,1,877.0,1,2,0,1,0,2,1,0,1,4,5,0.9030350808040992,0.8925925925925926,0.9301848049281314,0.8095238095238095,0.8787878787878788
2.1.0,116.0,src/java/org/apache/ivy/core/resolve/ResolveEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,117.0,src/java/org/apache/ivy/core/resolve/ResolveOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,2,0,0,0,2,4,0.9335548172757476,0.375,0.922077922077922,0.8378378378378378,0.9393939393939394
2.1.0,118.0,src/java/org/apache/ivy/core/resolve/ResolveProcessException.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.25,0.0,0.25,0.25,0.25
2.1.0,119.0,src/java/org/apache/ivy/core/resolve/RestartResolveProcess.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.1.0,120.0,src/java/org/apache/ivy/core/resolve/VisitData.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,1.0,1.0,1.0,1.0
2.1.0,121.0,src/java/org/apache/ivy/core/resolve/VisitNode.java,1.0,0,0,0,0.640012843,0.640012843,0.640012843,64.32076005,0.007463707,1,0,1,1,1,1,844.0,0,0,0,0,2,0,0,0,0,1,5,0.8110944527736131,0.7432432432432432,0.8169934640522876,0.788235294117647,0.9166666666666666
2.1.0,122.0,src/java/org/apache/ivy/core/retrieve/RetrieveEngine.java,0.0,0,1,0,0.776247973,1.180813249,0.860806827,55.26673926,0.024589096,1,1,2,1,2,2,852.8461538,1,0,0,0,0,2,0,0,0,3,5,0.8770413064361191,0.7884615384615384,0.8837209302325582,0.6935483870967742,1.0
2.1.0,123.0,src/java/org/apache/ivy/core/retrieve/RetrieveEngineSettings.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
2.1.0,124.0,src/java/org/apache/ivy/core/retrieve/RetrieveOptions.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,2,2,0.9634146341463414,0.0,0.9642857142857144,0.9333333333333332,0.9333333333333332
2.1.0,125.0,src/java/org/apache/ivy/core/search/ModuleEntry.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.1.0,126.0,src/java/org/apache/ivy/core/search/OrganisationEntry.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,1.0,0.0,1.0,1.0,1.0
2.1.0,127.0,src/java/org/apache/ivy/core/search/RevisionEntry.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1,0.7272727272727273,0.0,0.7272727272727273,0.625,0.625
2.1.0,128.0,src/java/org/apache/ivy/core/search/SearchEngine.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,1,2,0.3029739776951672,0.1944444444444444,0.2834224598930481,0.2448979591836734,0.3846153846153846
2.1.0,129.0,src/java/org/apache/ivy/core/settings/IvyPattern.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0
2.1.0,130.0,src/java/org/apache/ivy/core/settings/IvySettings.java,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,1,1,0,2,0,4,1,0,2,6,8,0.8324468085106383,0.735,0.8481012658227848,0.7814814814814814,0.9058823529411764
2.1.0,131.0,src/java/org/apache/ivy/core/settings/IvyVariableContainer.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
2.1.0,132.0,src/java/org/apache/ivy/core/settings/IvyVariableContainerImpl.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,5,1,0.5753424657534246,0.4166666666666667,0.6206896551724138,0.6,0.7777777777777778
2.1.0,133.0,src/java/org/apache/ivy/core/settings/Validatable.java,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
